ds,ADA,BTC,SOL,XLM,XRP,portfolio_total
2020-09-17,-0.02594169439005752,455.6406430587488,-17.606923194844228,7.106752074519981,12.178007090803526,457.2925373348381
2020-09-18,-0.10981388737395893,462.9827886642486,-18.344932152985553,7.25852465679263,12.346101131721015,464.1326684124027
2020-09-19,-0.1255655863178699,469.70430885793337,-17.486909800010128,7.63038631395799,13.016345705495553,472.7385654910589
2020-09-20,-0.16782461275534988,478.8889668122778,-17.626019964694617,7.645473059680207,13.020377199523315,481.76097249403136
2020-09-21,-0.3205121426011727,493.9408667971158,-19.077146121508715,7.63573766025662,13.590471403255158,495.7694175965177
2020-09-22,-0.39290087662236245,499.1694317113245,-20.485252661119688,7.695840754184043,13.909553770444681,499.89667269821115
2020-09-23,-0.304013285104347,521.7951498974545,-19.564429306964595,7.83794874932106,14.231357907060936,523.9960139617675
2020-09-24,-0.26258560326043207,523.9396816381688,-20.06179059020981,8.004177688271586,14.696261655465227,526.3157447884355
2020-09-25,-0.22424189660020422,535.5959989690202,-20.99999376545714,8.254682530661615,15.102711779744228,537.7291576173687
2020-09-26,-0.12622799975181262,546.5064185276768,-20.26004885549178,8.73155293084491,15.94956666472817,550.8012612680064
2020-09-27,-0.06511833248572567,559.7636558245406,-20.43481756099342,8.857346473517866,16.067175744670756,564.18824214925
2020-09-28,-0.1263837280192999,578.7852907760332,-21.839358535229454,8.963302749425432,16.688449449753826,582.4713007119637
2020-09-29,-0.12042878628036516,587.8974935402558,-23.11924215526641,9.143212751779556,16.99878163301004,590.7998169834985
2020-09-30,0.03301889457072779,614.3394243990754,-21.989557977134442,9.408199605762384,17.256066016390804,619.0471509386649
2020-10-01,0.12494206648553674,620.2519514448445,-22.198787713929907,9.699151231412946,17.60634168280016,625.4835987116132
2020-10-02,0.19984589221174207,635.6464139418093,-22.771307504927147,10.074805628078474,17.85498571746039,641.0047436746329
2020-10-03,0.3209996636485599,650.2813442880056,-21.590193014211096,10.675650871658876,18.508790711873523,658.1965925209754
2020-10-04,0.3926961921608923,667.2623272821604,-21.25072343317934,10.922471523137324,18.406755074579635,675.733526638859
2020-10-05,0.330641987959997,690.0154322188785,-22.070740752906932,11.144585248310008,18.7908497903329,698.2107684925745
2020-10-06,0.3258711611628912,702.8701063116291,-22.69898588575212,11.433744197432391,18.855633749670126,710.7863695341424
2020-10-07,0.4603022838896493,733.0629750670373,-20.854132919065357,11.798956855730571,18.867969326076274,743.3360706136684
2020-10-08,0.5267143624769247,742.7262165580707,-20.288692160207518,12.178970286801574,18.982383021336123,754.1255920684778
2020-10-09,0.5714997906701741,761.8562511764087,-20.03154336913245,12.630412407665094,19.011998420362094,774.0386184259736
2020-10-10,0.6598469637423303,780.1906635395841,-17.970770242283383,13.291754985266165,19.47038736250657,795.6418826088158
2020-10-11,0.697942248699293,800.8085289240122,-16.707189734185672,13.581927331613564,19.202174266209372,817.5833830363487
2020-10-12,0.603306007921686,827.1048809257022,-16.564730169497516,13.828622710922096,19.45366295832586,844.4257424333744
2020-10-13,0.5686570415796451,843.3735964146038,-16.19877748435651,14.1222687401043,19.422361434841765,861.288106146773
2020-10-14,0.6774259457390406,876.8132832917571,-13.33520885321211,14.470917225085318,19.376659862436412,898.0030774718059
2020-10-15,0.723694568058803,889.5166229473793,-11.734282681647478,14.812788801525251,19.471205781818274,912.7900294171342
2020-10-16,0.7549202327035439,911.4404488658126,-10.433145027282192,15.204470616564446,19.517903149071124,936.4845978368695
2020-10-17,0.8370979553372695,932.2841094114831,-7.328622608486329,15.784925158434307,20.02787796785628,961.6053878846247
2020-10-18,0.8769506187419586,955.0912334820331,-5.030695535334565,15.974138001737108,19.842240801775215,986.7538673689528
2020-10-19,0.7922618142563258,983.2252641189025,-3.8728037391899006,16.101444306524797,20.20290926238117,1016.4490757628748
2020-10-20,0.7757454652766417,1000.9545701894583,-2.5201069314038373,16.25950475906815,20.302359190490613,1035.7720726728899
2020-10-21,0.9105722278474064,1035.458498178922,1.29158166322624,16.459183039740346,20.403550070248063,1074.5233851799837
2020-10-22,0.9903291351177944,1048.817945205985,3.7920174179989576,16.642061482441804,20.655560838544105,1090.8979140800875
2020-10-23,1.0617702394749693,1070.986109800783,5.934140360497668,16.868591800949613,20.86485244759018,1115.7154646492954
2020-10-24,1.1900103968899145,1091.6672559180495,9.811412823640783,17.282039418504624,21.537490344908655,1141.4882089019934
2020-10-25,1.2807509634308822,1113.9185881170938,12.804483060158853,17.30704993541184,21.510147633004372,1166.8210197090998
2020-10-26,1.2506508256219144,1141.125592281118,14.571018108724221,17.277878889145935,22.02114299165375,1196.246283096264
2020-10-27,1.2912355569055345,1157.586651825656,16.43758318010847,17.29225734551319,22.260373884260652,1214.868101792444
2020-10-28,1.4844633736616046,1190.5183119813796,20.660844327261174,17.366147759019686,22.48938348502918,1252.5191509263514
2020-10-29,1.6227230802136021,1202.0447943271322,23.463921018237244,17.44612957290627,22.85709172369942,1267.4346597221886
2020-10-30,1.7516205631198472,1222.1674491293359,25.794123778175518,17.597414629195555,23.171102578390155,1290.481710678217
2020-10-31,1.9352049056898581,1240.6420210302022,29.74040176005134,17.967654430503266,23.939918246212027,1314.2252003726587
2020-11-01,2.0782219705679337,1260.5788739195816,32.68010203599875,17.985371513589225,24.00388021222825,1337.3264496519657
2020-11-02,2.0965081275035082,1285.4165835965596,34.26888159854509,17.988059933661603,24.606092395161646,1364.3761256514313
2020-11-03,2.1809163714376147,1299.504767001274,35.83264737537035,18.07593125422735,24.94218980922503,1380.5364518115343
2020-11-04,2.412893167803251,1330.107582107554,39.62879943742603,18.266564237005678,25.28019584654109,1415.6960347963302
2020-11-05,2.58448109451889,1339.391562802375,41.88260285203743,18.507201246238917,25.77600486495479,1428.141852860125
2020-11-06,2.741103936563188,1357.3935370035297,43.54492262169221,18.862694659109824,26.244409938033495,1448.7866681589283
2020-11-07,2.9467856070869844,1373.8965607269379,46.709646298015244,19.47926811849964,27.201015331516594,1470.2332760820564
2020-11-08,3.1063912385647403,1392.0290655788654,48.760396249483136,19.782927160286608,27.492863599047105,1491.171643826247
2020-11-09,3.136003788516367,1415.237672546865,49.3603732067527,20.10756588087744,28.369042981973468,1516.210658404985
2020-11-10,3.226829217901946,1427.869576120005,49.84420745137014,20.548747032421872,29.030149366079968,1530.5195091877788
2020-11-11,3.4607495068814593,1457.1759576976688,52.47909428807813,21.11841400741078,29.74785667922143,1563.9820721792607
2020-11-12,3.630299586020207,1465.300106035375,53.50104107193375,21.757277236726367,30.680142816144382,1574.8688667461995
2020-11-13,3.781425891904532,1482.2459942619564,53.87246236535604,22.522877033390664,31.642100633633724,1594.0648601862413
2020-11-14,3.9786789812895327,1497.7552349971998,55.69945021091918,23.553485699566114,33.14768223223542,1614.13453212121
2020-11-15,4.127429577408913,1514.9075874857342,56.37832410234879,24.26668068265827,34.040213743385756,1633.720235591536
2020-11-16,4.144222357295673,1537.0954341628008,55.58530503010119,24.987632025182496,35.562952052111534,1657.3755456274914
2020-11-17,4.2206614035313725,1548.6080842110034,54.66819280904998,25.803077473459954,36.908561663317066,1670.2085775603616
2020-11-18,4.438947321913131,1576.637306831665,55.90732620096668,26.71623917533085,38.3387676030212,1702.0385871328967
2020-11-19,4.591842686464915,1583.2677075751697,55.551655949225584,27.65941955897076,39.99973140010169,1711.0703571699323
2020-11-20,4.7254239310844435,1598.4476265776352,54.5761700665811,28.682273215534128,41.69307756381551,1728.1245713546505
2020-11-21,4.90427234579968,1611.8684053945221,55.09900099880142,29.915912249501567,43.91791458182406,1745.7055055704488
2020-11-22,5.033693581485883,1626.5671196586668,54.52782170968765,30.77167152577037,45.50168148914834,1762.4019879647592
2020-11-23,5.030079808127019,1645.9031188555098,52.54937731569905,31.569571842505002,47.67108344028953,1782.7232312621304
2020-11-24,5.084808098460333,1654.1441576617037,50.52103348658978,32.39244946431934,49.60198487013735,1791.7444335812106
2020-11-25,5.279794511804358,1678.4734538689877,50.731622865664,33.24100144014043,51.53950514461819,1819.2653778312147
2020-11-26,5.407479856307302,1680.9812262325615,49.437421082432074,34.046480347635075,53.613851689463516,1823.4864592083993
2020-11-27,5.51360443332547,1691.6363408698603,47.61949285659328,34.85903201116917,55.61180522608791,1835.2402753970362
2020-11-28,5.66242350250064,1700.165874291395,47.400738671833594,35.811831158853096,58.019187987799455,1847.0600556123818
2020-11-29,5.758951880496431,1709.6576647995203,46.19224961947173,36.31983981075118,59.65213283014374,1857.5808389403833
2020-11-30,5.719350790921511,1723.536182300124,43.68281729862455,36.70822571419244,61.72840393141231,1871.3749800352746
2020-12-01,5.734849509354401,1726.1475046777928,41.23047996257771,37.06640951000824,63.41762571131893,1873.5968693710522
2020-12-02,5.887320286500187,1744.7647546773355,41.12338586668376,37.40299127902595,64.96165405167744,1894.1401061612228
2020-12-03,5.969281607662987,1741.5775845598725,39.615804837708076,37.65829229877379,66.49061546351308,1891.3115787675304
2020-12-04,6.026686277263494,1746.661385431145,37.685527774816855,37.89250866938678,67.7945212533861,1896.0606294059983
2020-12-05,6.124145387203437,1749.8540908078933,37.45098355639779,38.2496357459148,69.36578200087305,1901.0446374982823
2020-12-06,6.167176063321333,1754.3557193049207,36.31767975386565,38.15599291160503,70.03043690678011,1905.0270049404926
2020-12-07,6.072585770442057,1763.7010693478262,33.96781266646619,37.948391410466385,71.01934769145345,1912.7092068866543
2020-12-08,6.032385579402006,1762.3414443587285,31.751926341051757,37.727919854763,71.51821505755073,1909.3718911914962
2020-12-09,6.129350943410739,1777.6468575313645,31.949899873797225,37.514604371384245,71.78765558694327,1925.0283683069
2020-12-10,6.266366890793534,1771.9020119341299,31.24895530450262,37.260437169776225,71.99444435165675,1918.672215650859
2020-12-11,6.381106704319932,1775.243773486483,30.175608629674983,37.03501971070993,71.9359709860831,1920.771479517271
2020-12-12,6.539311588143463,1777.564211001776,30.838522096338124,36.99150003849051,72.12898003601941,1924.0625247607672
2020-12-13,6.647644267472585,1782.0983227139689,30.63323153824874,36.56412585539657,71.42468694005798,1927.3680113151445
2020-12-14,6.6240381703053295,1792.3949951113318,29.231907535272764,36.096218869379584,71.07940035238018,1935.4265600386695
2020-12-15,6.661574111628061,1792.8975265870529,27.97516491897343,35.693798746892796,70.30394977537898,1933.532014139926
2020-12-16,6.844004205546526,1810.9452162668047,29.133197834206033,35.38011801586744,69.38317151157312,1951.6857078339979
2020-12-17,6.965699558257429,1808.7597379798524,28.94206752459456,35.10785379452162,68.4910000846924,1948.2663589419183
2020-12-18,7.074379933214876,1816.4120909677715,28.361378632948263,34.946962131492654,67.4610957058181,1954.2559073712455
2020-12-19,7.236278305636715,1823.6980897471642,29.491669541443844,35.04836185297621,66.82835801257048,1962.3027574597916
2020-12-20,7.358330156539812,1833.7376057400663,29.72111921369763,34.84228402098992,65.45916627969085,1971.1185054109844
2020-12-21,7.358502277912796,1849.9480135947074,28.715412165074206,34.66633471461061,64.62162144465903,1985.309884196964
2020-12-22,7.4296554539511686,1856.627731110477,27.8096374318748,34.61924901982831,63.534672948583726,1990.0209459647149
2020-12-23,7.655061432717689,1880.9612818041412,29.26949718288483,34.71559463451511,62.487391878076686,2015.0888269323357
2020-12-24,7.828351226445523,1885.0095139352306,29.32765075461583,34.89816701484486,61.65394375336672,2018.7176266845036
2020-12-25,7.9962531934659475,1898.6806687876144,28.941428724105794,35.22607698262439,60.864195268352184,2031.7086229561628
2020-12-26,8.223773843406457,1911.6101517783704,30.210241607869047,35.83869202568328,60.64530635759255,2046.5281656129216
2020-12-27,8.416410997009832,1926.7641030416862,30.522284983321196,36.15426107569859,59.85214630660878,2061.7092064043245
2020-12-28,8.490513611226286,1947.4171005172575,29.544382292795085,36.49826365918111,59.73780516541718,2081.688065245877
2020-12-29,8.637181940272516,1957.7397640011834,28.6138411605689,36.95745416887388,59.50307687899644,2091.451318149895
2020-12-30,8.937827535649808,1984.8075716127403,29.999599174402857,37.53485238529143,59.41616670025178,2120.696017408336
2020-12-31,9.184169018101155,1990.5944112022482,29.938485587878656,38.162414948538164,59.62816521161267,2127.5076459683787
2021-01-01,9.421020804870475,2004.9464577842991,29.392834610984462,38.889381712778714,59.94421043599395,2142.593905348927
2021-01-02,9.711526335130072,2017.4641415099225,30.46777631557329,39.84645165124415,60.86567512584765,2158.3555709377174
2021-01-03,9.959423936649905,2031.1072291822165,30.557808771573455,40.44461212806707,61.22120258471421,2173.290276603221
2021-01-04,10.079458109745602,2049.1732964817124,29.336494864631227,41.00365721927587,62.237846259616056,2191.8307529349813
2021-01-05,10.261328363530238,2055.885323168797,28.148162166016114,41.60636151103789,63.091173272171986,2198.992348481553
2021-01-06,10.585293616860424,2078.3997075648626,29.26888466722113,42.25355719617598,64.02556842573324,2224.5330114708536
2021-01-07,10.842206696951749,2078.7982295036145,28.94257597645824,42.8768469611096,65.17026564043442,2226.6301247785686
2021-01-08,11.076334853186214,2087.0595815027655,28.138433016194387,43.52694554960571,66.31101399494362,2236.112308916696
2021-01-09,11.350616737614288,2092.9382828838257,28.968059791843277,44.33780481797121,67.93270262274169,2245.527466853996
2021-01-10,11.568943114028079,2099.5660705449554,28.83187849565116,44.72534743679754,68.85075678590322,2253.542996377336
2021-01-11,11.646573430687347,2110.4261330780027,27.408675074623527,45.01584742003019,70.2825514402111,2264.7797804435554
2021-01-12,11.774080014347513,2109.936026628836,26.047161261194002,45.299927504273455,71.39769588119013,2264.454891289841
2021-01-13,12.032937800141864,2125.4506888249084,27.026835371640686,45.587425798119334,72.4384219499812,2282.5363097447917
2021-01-14,12.215534319835685,2119.2492107253547,26.593974739910745,45.81986967679422,73.53560131564373,2277.414190777539
2021-01-15,12.367956342502042,2121.5011245574856,25.71900178714585,46.0585560330348,74.48030023107981,2280.126938951248
2021-01-16,12.555204373623136,2122.140163488526,26.513555863596064,46.44839950148924,75.76619983878558,2283.42352306602
2021-01-17,12.683423289796409,2124.4607282720644,26.37688021865136,46.41638101377742,76.22070067169122,2286.158113465981
2021-01-18,12.670262495070661,2132.0875642829274,24.9853727708795,46.2996422767933,77.07596629421003,2293.118808119881
2021-01-19,12.708758810782351,2129.5546159899222,23.68418360697984,46.19920362325835,77.51877036421364,2289.6655323951563
2021-01-20,12.882861632143886,2144.3045919920737,24.748141779390913,46.134564898688744,77.8103920404294,2305.8805523427272
2021-01-21,12.987376813216544,2138.6730021408193,24.417843830354542,46.0559342315292,78.1020990986214,2300.236256114541
2021-01-22,13.070687485616768,2142.852507840688,23.657144874822762,46.03209011442376,78.2061420105059,2303.818572326057
2021-01-23,13.199904849559333,2146.765604341341,24.570382476277796,46.21404400997468,78.6376025109818,2309.3875381881344
2021-01-24,13.283039016087177,2153.660909687568,24.548940045440236,46.03334056578302,78.24493090838654,2315.771160223265
2021-01-25,13.239305005313629,2167.0835795634944,23.26099511491459,45.83004476644575,78.28044241796152,2327.69436686813
2021-01-26,13.26295869827468,2171.455806001309,22.043331455937814,45.706396116449355,77.94965143515336,2330.4181437071247
2021-01-27,13.438783681315625,2194.078899171233,23.16249306779593,45.68139100457461,77.530702207116,2353.8922691320354
2021-01-28,13.562006627937716,2197.120655711666,22.851107437615575,45.703038387142904,77.18944732823573,2356.426255492598
2021-01-29,13.68100034792773,2210.583773820725,22.06561348315476,45.83629330757932,76.75010757871708,2368.916788538104
2021-01-30,13.862428178640451,2224.183232239254,22.90371871974222,46.226833380910264,76.73686482629334,2383.91307734484
2021-01-31,14.013420123870894,2240.9477878912817,22.7511865428379,46.29951212733793,76.00422815690528,2400.0161348422334
2021-02-01,14.051895849257424,2264.1959764237426,21.271793132834926,46.38653425415473,75.80744699517749,2421.7136466551674
2021-02-02,14.170429009700777,2278.1224270958114,19.79932723710998,46.581327839207134,75.35185110461595,2434.025362286445
2021-02-03,14.4517732049891,2309.8058371133825,20.598905430064193,46.893368653314006,74.9123743864762,2466.662258788226
2021-02-04,14.688826259931139,2321.202151308234,19.903425245138205,47.2606952333971,74.64880991724431,2477.703907963945
2021-02-05,14.927390727967431,2342.11855068281,18.671387153983037,47.73811226210928,74.37672344691639,2497.8321642737865
2021-02-06,15.231382811572201,2362.096014921796,19.62734914702671,48.461240164716784,74.61019559528359,2520.026182640395
2021-02-07,15.505078414356985,2384.01547392761,19.53989711593067,48.84523757995692,74.19008803075265,2542.095775068607
2021-02-08,15.663509572694238,2411.077798852532,18.08039807341337,49.213234602748294,74.35736483862074,2568.392305940009
2021-02-09,15.896403773469855,2427.3933371272446,16.591978928372196,49.6504450317136,74.30206673531724,2583.834231596117
2021-02-10,16.283784419782954,2459.9922423929565,17.35071824455864,50.15920653553501,74.28331587772675,2618.0692674705597
2021-02-11,16.616007104878907,2470.8190768064765,16.601931584291886,50.671681748663254,74.44505758957881,2629.1537548338893
2021-02-12,16.936587610208125,2489.7072451634194,15.317783683656183,51.23821306738558,74.58745204532028,2647.78728156999
2021-02-13,17.307471947510134,2506.2610085717306,15.614551624809621,51.99148522859038,75.20924546296465,2666.383762835606
2021-02-14,17.631335446917856,2523.460099272802,14.899141386051188,52.345319501331325,75.13893776608826,2683.474833373191
2021-02-15,17.822022642780006,2544.637227798292,12.858700659320524,52.6231357930067,75.60599691027151,2703.5470838036713
2021-02-16,18.068519215807328,2554.0642437796855,10.852206451184239,52.91205031214671,75.7909765205702,2711.687996279394
2021-02-17,18.450573301987426,2578.958289940345,11.17130714318704,53.217858388647485,75.94577150497288,2737.7438002791396
2021-02-18,18.75874019501321,2581.4715345927293,10.076250184538534,53.47763724405068,76.20953845172644,2739.993700668058
2021-02-19,19.037206064399378,2591.6601697691885,8.553136717657246,53.747964358861985,76.38018960318809,2749.3786665132957
2021-02-20,19.349041065051278,2599.3605663421986,8.730835609982433,54.16890939799292,76.95678800372382,2758.566140418949
2021-02-21,19.598469246015114,2607.7877634405845,8.027167638683993,54.162628295666295,76.77066115629545,2766.3466897772455
2021-02-22,19.70126775616379,2620.506746945217,6.138210941720726,54.06160133157601,77.0564860528566,2777.4643130275344
2021-02-23,19.848687672556046,2622.0124454187935,4.429614127868375,53.96248897515505,77.00220708949637,2777.255443283869
2021-02-24,20.123015121816437,2639.7299489286706,5.197204051650004,53.88086166937982,76.8690284260767,2795.8000581975934
2021-02-25,20.317548337202165,2635.9986963667584,4.702726016213418,53.763545172897345,76.80701630095824,2791.5895321940297
2021-02-26,20.479348101408988,2641.0364686249645,3.9309633765901473,53.67658400323972,76.62623032992867,2795.749594436132
2021-02-27,20.67441394046564,2644.8112150196193,5.006573609061585,53.7689877208035,76.8387228396773,2801.099913129627
2021-02-28,20.809875572809318,2650.636008356043,5.340254968654269,53.47109513405157,76.28923588921508,2806.5464699207732
2021-03-01,20.80431425624306,2662.1376802624095,4.618096894565678,53.12260426410887,76.22586165495127,2816.908557332278
2021-03-02,20.851608492346564,2663.8351380518757,4.193001193412897,52.82624722029042,75.84954060762608,2817.555535565552
2021-03-03,21.036424821841244,2683.1389154804883,6.3454601857719455,52.60237076011999,75.43365167879516,2838.5568229270166
2021-03-04,21.154131288240592,2682.3357225712075,7.319527287858712,52.40116786332169,75.13924191153752,2838.3497909221664
2021-03-05,21.253492771789816,2691.5538234975957,8.080223262078492,52.290565588199,74.7858256020341,2847.963930721697
2021-03-06,21.401802078949448,2700.637233795989,10.730710074659203,52.419935624549915,74.8931016335687,2860.082783207716
2021-03-07,21.50703753655289,2712.743969354144,12.65884006065459,52.21846320979988,74.3114267027351,2873.4397368638865
2021-03-08,21.488162668289263,2731.3188107241053,13.526925968361152,52.02322173764228,74.2923163268887,2892.6494374252866
2021-03-09,21.538963011436437,2740.6764731766193,14.663610318730601,51.932930629660454,74.03785226917627,2902.849829405623
2021-03-10,21.743541051961497,2768.0066042658905,18.325110850969175,51.96265464240678,73.82025267099819,2933.8581634822267
2021-03-11,21.89624673907134,2775.3642272796687,20.731667502712575,52.0561863979122,73.79715231579854,2943.845480235164
2021-03-12,22.044402307054202,2792.6413005798704,22.825423755018655,52.27411302888897,73.7825208158328,2963.567760486665
2021-03-13,22.253474470664862,2809.4472172678866,26.688063738460666,52.75772826663663,74.28856314668953,2985.4350468903385
2021-03-14,22.429283602104842,2828.7133075082797,29.687802370288342,52.92761998837148,74.15643403511633,3007.914447504161
2021-03-15,22.48836403597367,2853.671638326893,31.469564026136364,53.1119744988316,74.62703017865108,3035.3685710664854
2021-03-16,22.62186887864442,2868.4438385700264,33.34721872010933,53.400568826684996,74.89072955787783,3052.7042245533426
2021-03-17,22.91113841564459,2900.051218528991,37.565143943729915,53.79970285682637,75.20732358531042,3089.534527330502
2021-03-18,23.14770754329282,2910.409664976001,40.33493004846494,54.24480684777673,75.7216781263708,3103.858787541906
2021-03-19,23.376108824350936,2929.3048623887953,42.59345568854966,54.78871926880138,76.23503930520684,3126.298185475704
2021-03-20,23.659122072229188,2946.2755672323624,46.420649821999994,55.5657907701728,77.2473165150362,3149.168446411801
2021-03-21,23.900057936975504,2964.2199243856257,49.186534188278245,55.99063937729897,77.58816237451991,3170.885318262698
2021-03-22,24.013187591223303,2986.3750735871545,50.54138005687648,56.386593974752095,78.48810244288045,3195.8043376528867
2021-03-23,24.18770998817155,2996.9057542082305,51.80784821003745,56.83979397684374,79.1285737251366,3208.8696801084197
2021-03-24,24.503374077714305,3022.913186534439,55.242382012665246,57.35419453070249,79.76210872594372,3239.7752458814643
2021-03-25,24.75052994383814,3026.4277467521893,57.07167484294996,57.864211292584805,80.5281936149816,3246.642356446544
2021-03-26,24.972964284737877,3037.3810495905436,58.25044340654433,58.422999200670795,81.22471067817217,3260.2521671606687
2021-03-27,25.233170279030823,3045.48525359316,60.87882994664054,59.166521546295066,82.35029363845085,3273.114069003577
2021-03-28,25.43463879060587,3053.8346886714116,62.34903514370269,59.51223589748066,82.73541376303422,3283.866012266235
2021-03-29,25.492282843696817,3065.88018373569,62.33502455390727,59.78743632687252,83.61344980463517,3297.108377264802
2021-03-30,25.596387031361825,3066.011948372922,62.18418757158886,60.08322307272268,84.17060308658948,3298.0463491351848
2021-03-31,25.828199785721395,3081.5624440873526,64.1782295211057,60.40935295725643,84.66589873514128,3316.6441250865773
2021-04-01,25.979943350009368,3074.792926944782,64.56912937805058,60.70670920874441,85.24680769528928,3311.2955165768753
2021-04-02,26.09759805957909,3075.859442955233,64.33640607369053,61.03539020799384,85.72040741364094,3313.049244710137
2021-04-03,26.24611243514425,3074.6862566617756,65.60402775511301,61.53857890305983,86.59541887433605,3314.6703946294288
2021-04-04,26.33162773266721,3074.5619716235597,65.7865768098384,61.64102507691653,86.71294811588334,3315.034149358865
2021-04-05,26.271830756665015,3079.1088687899946,64.57852390624824,61.67718558124165,87.31719627797338,3318.9536053121233
2021-04-06,26.25982833916314,3066.341335117594,63.54377889302394,61.50428133835491,87.60501093378295,3305.254234621919
2021-04-07,26.379664818676083,3070.225507300047,64.78141100344172,61.37911898900679,87.84553128228359,3310.611233393455
2021-04-08,26.42625679250476,3053.1027563894595,64.55617120805412,61.248242063098076,88.1954730672857,3293.528899520402
2021-04-09,26.448106452111485,3045.1740127848802,63.857272135803804,61.17659407286251,88.46998183006977,3285.1259672757274
2021-04-10,26.51244561804574,3036.3723804677875,64.81516059854464,61.31126958740217,89.18440188591619,3278.1956581576956
2021-04-11,26.52740116900735,3029.9594300287313,64.84761856573672,61.07990619252838,89.18479764667765,3271.5991536026813
2021-04-12,26.41229724916681,3029.4956850376957,63.64904644472199,60.81876448287577,89.71849832392965,3270.09429153839
2021-04-13,26.361489248592218,3019.4212506289477,62.58181603092495,60.626473911247935,89.98354403942311,3258.974573859136
2021-04-14,26.459850602761087,3027.0580704199106,63.93697929084371,60.51870334465322,90.24828927438591,3268.2218929325545
2021-04-15,26.50269006819862,3014.5974986934093,63.97016808920755,60.44049918963398,90.66671097139617,3256.177567011846
2021-04-16,26.538458520155142,3012.0689288204894,63.658927429863255,60.45429341599332,91.0493492053748,3253.7699573918753
