symbol,last_date,amount,last_price_usd,pred_next_price_usd,current_value_usd,predicted_value_usd,exp_change_usd,exp_change_%
ADA,,21.8174,,,,,,
BTC,2025-08-14,0.062134,123560.99363577305,122123.86505312487,7677.338778565123,7588.044231210861,-1437.1285826481762,-1.1630924455694103
SOL,2025-08-14,2.48932,201.8186877395025,199.08500002562457,502.3912957636984,495.5862722637878,-2.7336877138779414,-1.354526552767229
XLM,2025-08-14,142.939,0.453110275164074,0.44745831409033315,64.76712962167757,63.959243957758126,-0.00565196107374083,-1.2473698751797717
XRP,2025-08-14,106.187,3.2866811377117644,3.2590171213464663,349.0028099701991,346.0652510644172,-0.02766401636529814,-0.8417006459153574
